0,0.548094,-0.328474,-0.475596,0.604571,-0.251386,0.167144,0.202999,357.411,357.564,374.984,239.387
1,0.524701,-0.318563,-0.480932,0.626028,-0.266572,0.188506,0.214532,357.411,357.564,374.984,239.387
2,0.49612,-0.300059,-0.490283,0.650731,-0.275323,0.205711,0.221807,357.411,357.564,374.984,239.387
3,0.464648,-0.320207,-0.496515,0.659578,-0.288119,0.231077,0.230906,357.411,357.564,374.984,239.387
4,0.467884,-0.365779,-0.533299,0.602398,-0.309195,0.272787,0.210211,357.411,357.564,374.984,239.387
5,0.471009,-0.376154,-0.50743,0.61577,-0.321975,0.299524,0.228626,357.411,357.564,374.984,239.387
6,0.456439,-0.345299,-0.507743,0.643917,-0.327504,0.310416,0.236889,357.411,357.564,374.984,239.387
7,0.459326,-0.410023,-0.499583,0.609358,-0.397249,0.331689,0.246986,357.411,357.564,374.984,239.387
8,0.467737,-0.423216,-0.470842,0.616781,-0.458915,0.34219,0.245127,357.411,357.564,374.984,239.387
9,0.475561,-0.458951,-0.403826,0.632558,-0.483399,0.361852,0.26029,357.411,357.564,374.984,239.387
10,0.482122,-0.465924,-0.385452,0.633955,-0.506255,0.382416,0.254829,357.411,357.564,374.984,239.387
11,0.477642,-0.453819,-0.408489,0.631698,-0.559207,0.420527,0.241795,357.411,357.564,374.984,239.387
12,0.485443,-0.493903,-0.397993,0.60167,-0.608181,0.454748,0.243329,357.411,357.564,374.984,239.387
13,0.499276,-0.478433,-0.415234,0.591106,-0.636546,0.495331,0.236695,357.411,357.564,374.984,239.387
14,0.494955,-0.521553,-0.410766,0.560601,-0.679338,0.585089,0.231743,357.411,357.564,374.984,239.387
15,0.502311,-0.525151,-0.40431,0.555368,-0.684449,0.628928,0.228352,357.411,357.564,374.984,239.387
16,0.520454,-0.514474,-0.404094,0.548773,-0.681438,0.668858,0.224187,357.411,357.564,374.984,239.387
17,0.519954,-0.49843,-0.413292,0.557141,-0.6755,0.731725,0.227949,357.411,357.564,374.984,239.387
18,0.506684,-0.520649,-0.415417,0.547381,-0.682382,0.78246,0.22857,357.411,357.564,374.984,239.387
19,0.493391,-0.501896,-0.435564,0.561203,-0.679167,0.824155,0.223329,357.411,357.564,374.984,239.387
20,0.49166,-0.491397,-0.441304,0.567495,-0.683427,0.895157,0.214773,357.411,357.564,374.984,239.387
21,0.499391,-0.505742,-0.421625,0.563086,-0.665356,0.968092,0.225112,357.411,357.564,374.984,239.387
22,0.512048,-0.504822,-0.426506,0.548684,-0.637849,1.02567,0.222459,357.411,357.564,374.984,239.387
23,0.514326,-0.503578,-0.425735,0.548296,-0.622917,1.04915,0.221717,357.411,357.564,374.984,239.387
24,0.505852,-0.516762,-0.426326,0.54343,-0.598985,1.11167,0.219306,357.411,357.564,374.984,239.387
25,0.501166,-0.52113,-0.416807,0.550934,-0.606414,1.15798,0.224349,357.411,357.564,374.984,239.387
26,0.496326,-0.516402,-0.41842,0.558493,-0.609994,1.18057,0.225443,357.411,357.564,374.984,239.387
27,0.518019,-0.504236,-0.419698,0.548868,-0.616576,1.25604,0.223006,357.411,357.564,374.984,239.387
28,0.51922,-0.511294,-0.415305,0.544528,-0.60564,1.29832,0.226609,357.411,357.564,374.984,239.387
29,0.525599,-0.511165,-0.420397,0.53453,-0.545062,1.38353,0.224259,357.411,357.564,374.984,239.387
30,0.523448,-0.492514,-0.401115,0.567924,-0.545252,1.35904,0.234316,357.411,357.564,374.984,239.387
31,0.535648,-0.482515,-0.390901,0.572238,-0.623433,1.24502,0.231826,357.411,357.564,374.984,239.387
32,0.512784,-0.463497,-0.392644,0.606674,-0.688238,1.1362,0.235405,357.411,357.564,374.984,239.387
33,0.510073,-0.449726,-0.399498,0.614795,-0.712589,1.08497,0.235475,357.411,357.564,374.984,239.387
34,0.503803,-0.422925,-0.397118,0.640012,-0.724239,1.03871,0.229919,357.411,357.564,374.984,239.387
35,0.507871,-0.422206,-0.396707,0.637521,-0.730841,0.997264,0.220951,357.411,357.564,374.984,239.387
36,0.513127,-0.418659,-0.407702,0.628653,-0.725068,0.911759,0.195788,357.411,357.564,374.984,239.387
37,0.512071,-0.408234,-0.398256,0.642277,-0.714743,0.867462,0.194848,357.411,357.564,374.984,239.387
